id,query,intent,slots,domain,action
3051,olly change my light color to blue and please turn off the kitchen light,"iot_hue_lightcolor,iot_hue_lightoff","['color_type : blue'],['house_place : kitchen']",iot,"hue_lightcolor,hue_lightoff"
5607,more bright,iot_hue_lightup,[],iot,hue_lightup
2976,change your colors to green,iot_hue_lightcolor,['color_type : green'],iot,hue_lightcolor
6152,please find today's forecast,weather_query,['date : today'],weather,query
12666,what is traffic like right now,transport_traffic,[],transport,traffic
460,please speak loud,audio_volume_up,[],iot,volume_up
2290,instruct the coffee maker to make a filter coffee ready in ten minutes,iot_coffee,"['device_type : coffee maker', 'coffee_type : filter', 'time : in ten minutes']",iot,coffee
12466,is the road clear in florida,transport_traffic,['place_name : florida'],transport,traffic
8074,add a new event for tomorrow at five pm meet sarah at the gym,calendar_set,"['date : tomorrow', 'time : five pm', 'person : sarah', 'event_name : meet at gym']",calendar,set
10425,list the items on my shopping list,lists_query,['list_name : shopping'],lists,query
6635,weather like,weather_query,[],weather,query
1935,who is the song writer,music_query,[],music,query
13707,what is the exchange rate for u. s. d. to nzd,qa_currency,"['currency_name : u. s. d.', 'currency_name2 : nzd']",qa,currency
3647,take me to more music by that artist,play_music,['descriptor:that artist'],music,music
6219,this question does not make sense,general_quirky,['content:this question does not make sense'],qa,quirky
11397,please play the next episode,play_podcasts,['podcast_descriptor : next episode'],podcasts,podcasts
3658,google i need the living room vacuumed can you turn on the vacuum cleaner,iot_cleaning,"['house_place : living room', 'device_type : vacuum cleaner']",iot,cleaning
7386,show me my reminders,calendar_query,[],calendar,query
13183,auto lock the house after two and half hours,iot_wemo_on,"['device_type:lock','time:after two and half hours']",iot,wemo_on
1097,play my dance music playlist,play_music,['playlist_name : dance music playlist'],music,music
17040,what should we do as progressives about the president,general_quirky,['content:what should we do as progressives about the president'],qa,quirky
14747,is colombo on the coast of sri lanka,qa_factoid,['content:is colombo on the coast of sri lanka'],qa,factoid
9344,please turn the radio nine hundred and seventy three fm,play_radio,['radio_name : nine hundred and seventy three fm'],radio,radio
4883,whats going on with trump,news_query,['news_topic : trump'],news,query
8942,delete everything for this month,calendar_remove,['date : this month'],calendar,remove
6481,i got into a wreck today,general_quirky,['content:i got into a wreck today'],qa,quirky
16340,let me see my most recent emails,email_query,[],email,query
4802,make the lights a different color,iot_hue_lightcolor,[],iot,hue_lightcolor
6200,how it's possible,general_quirky,['content:how it's possible'],qa,quirky
9791,play the melody song from audiobook,play_audiobook,['audiobook_name : the melody song'],audiobook,audiobook
15832,send to the contact an email as follows,email_sendemail,[],email,sendemail
5585,do i need sunscreen for today,weather_query,"['weather_descriptor : sunscreen', 'date : today']",weather,query
1181,find new trump articles but not from fox news,news_query,"['news_topic : trump', 'media_type : not fox news']",news,query
12130,schedule a journey to las vegas by train,transport_ticket,"['to_place_name : las vegas', 'transport_type : train']",transport,ticket
3243,set alarm for sixth of june two thousand seventeen at five am,alarm_set,"['date : sixth of june two thousand seventeen', 'time : five am']",alarm,set
7051,add an event to my google calendar for the date march twenty second please,calendar_set,['date : march twenty second'],calendar,set
4022,news updates,news_query,[],news,query
7062,please delete my calendar events,calendar_remove,[],calendar,remove
13879,tell me about michael jackson,qa_factoid,['content : michael jackson'],qa,factoid
7218,how many reminders are there for tomorrow,calendar_query,['date : tomorrow'],calendar,query
606,what is the weekend weather forecast,weather_query,['date : weekend'],weather,query
2539,when do i need to leave to pick up my order,takeaway_query,[],takeaway,query
12862,is there any traffic,transport_traffic,[],transport,traffic
7251,cancel sam's party,calendar_remove,"['person : sam', 'event_name : party']",calendar,remove
17024,send mom an email and find out what he weather is like for the week,email_sendemail,"['to_relation : mom','content:what he weather is like for the week']",email,sendemail
14392,define acceleration,qa_definition,['definition_word : acceleration'],qa,definition
12246,is there a train from philadelphia to new york city at noon,transport_query,"['transport_type : train', 'from_place_name : philadelphia', 'to_place_name : new york', 'timeofday : noon']",transport,query
16352,any recent mails,email_query,['descriptor:recent'],email,query
10559,prepare a new list,lists_createoradd,[],lists,createoradd
1481,choose a brighter color for reading,iot_hue_lightcolor,['color_type : brighter'],iot,hue_lightcolor
725,display weather for the week,weather_query,['time : week'],weather,query
13715,can you tell me what a grommet is,qa_definition,['definition_word : grommet'],qa,definition
11066,hello bring up my lists,lists_query,[],lists,query
13626,how many keys are on a piano,qa_factoid,['content:how many keys are on a piano'],qa,factoid
8878,what do i have going on next friday,calendar_query,['date : next friday'],calendar,query
4337,what is the time in dubai,datetime_query,['place_name : dubai'],datetime,query
8533,remind me of my dentist appointment in two hours,calendar_set,"['event_name : dentist appointment', 'time : in two hours']",calendar,set
16626,use email to let chris know i will be late,email_sendemail,"['to_person : chris','content:i will be late']",email,sendemail
14439,find exchange rate for u. s. d. to dollar,qa_currency,"['currency_name : u. s. d.', 'currency_name2 : dollar']",qa,currency
8197,do i have any pending reminders,calendar_query,[],calendar,query
15922,check new emails from jim,email_query,"['from_person : jim','descriptor:new']",email,query
10863,erase item please from my list,lists_remove,[],lists,remove
3983,stop it,audio_volume_mute,[],iot,volume_mute
14257,show conversion rate of u. s. d. and inr,qa_currency,"['currency_name : u. s. d.', 'currency_name2 : inr']",qa,currency
10993,olly do i have anything outstanding on any lists,lists_query,['descriptor:outstanding'],lists,query
15615,write complaint to walmart,social_post,"['business_name : wallmart','content:complaint']",social,post
16202,i have new email,email_query,['descriptor:new'],email,query
5641,play all songs from blue genre,play_music,['music_genre : blue'],music,music
9548,please turn on one of the preprogrammed stations,play_radio,['descriptor:preprogrammed'],radio,radio
14120,what is the meaning of the word home,qa_definition,['definition_word : home'],qa,definition
12645,how's are the roads looking right now,transport_traffic,[],transport,traffic
16101,please check email from matrimony,email_query,['from_person : matrimony'],email,query
1050,turn off the bass from the audio,audio_volume_down,['device_type:bass'],iot,volume_down
11907,olly what fun stuff can i do around here,recommendation_events,['event_name:fun'],recommendation,events
3291,order from dominos,takeaway_order,['business_name : dominos'],takeaway,order
3947,what are the top news headlines right now,news_query,[],news,query
10650,what lists have i got set up,lists_query,[],lists,query
1559,suggest me some metal music,music_query,['music_genre : metal'],music,query
12993,four divided by two equals two,qa_maths,['content:four divided by two'],qa,maths
5967,i want to eat something will you order food for me,takeaway_order,[],takeaway,order
5327,please find me music,play_music,[],music,music
106,what is the bbc's latest news,news_query,['media_type : bbc'],news,query
9572,play for me american idol show,play_podcasts,['podcast_name:american idol show'],podcasts,podcasts
946,decentralized design,general_quirky,['content:decentralized design'],qa,quirky
1591,i wan to play me a justin bieber song,play_music,['artist_name : justin bieber'],music,music
12573,i need a train ticket to rome book ticket,transport_ticket,"['transport_type : train', 'to_place_name : rome']",transport,ticket
4279,i like top forty music,music_likeness,['descriptor:top forty'],music,likeness
15255,can anyone tell me what's you guys discussing,general_quirky,['content:can anyone tell me what's you guys discussing'],qa,quirky
